School Name,Roll/DENI Number,Experience,Event Start,Event End,School Name Clean,Year,county,DEIS (Y/N)
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
scoil mhuire,65280A,Dream Space Academy for Post-Primary,2025-03-06 09:30:00,06/03/2025 12:30,scoil mhuire,2025,,
presentation secondary school clonmel,65340P,Dream Space Academy for Post-Primary,2025-03-06 13:30:00,06/03/2025 16:30,presentation secondary school clonmel,2025,,
scoil mhichil naofa,18288B,Dream Space Academy for Primary,2025-03-07 10:00:00,07/03/2025 13:00,scoil mhichil naofa,2025,Kildare,Y
scoil mhichil naofa,18288B,Dream Space Academy for Primary,2025-03-07 10:00:00,07/03/2025 13:00,scoil mhichil naofa,2025,Kildare,Y
st kilians german school,60630W,Dream Space Academy for Post-Primary,2025-03-13 09:30:00,13/03/2025 12:30,st kilians german school,2025,Dublin,N
ballinrobe community school,91462E,Dream Space Academy for Post-Primary,2025-03-13 13:30:00,13/03/2025 16:30,ballinrobe community school,2025,Mayo,N
owenbeg ns,03924S,Dream Space Academy for Primary,2025-03-14 10:00:00,14/03/2025 13:00,owenbeg ns,2025,Sligo,Y
school backfill,78908W,Dream Space Academy for Post-Primary,2025-03-21 09:30:00,21/03/2025 12:30,school backfill,2025,,
newpark school,81001I,Dream Space Academy for Post-Primary,2025-03-21 13:30:00,21/03/2025 16:30,newpark school,2025,Dublin,N
gaelscoil an mhuilinn,20002P,Dream Space Academy for Primary,2025-03-24 10:00:00,24/03/2025 13:00,gaelscoil an mhuilinn,2025,Westmeath,N
loreto swords,60810B,Dream Space Academy for Post-Primary,2025-03-25 09:30:00,25/03/2025 12:30,loreto swords,2025,,
errigal college,71200I,Dream Space Academy for Post-Primary,2025-03-25 13:30:00,25/03/2025 16:30,errigal college,2025,Donegal,Y
scoil cholmcille sns,19438W,Dream Space Academy for Primary,2025-03-26 10:00:00,26/03/2025 13:00,scoil cholmcille sns,2025,Dublin,Y
scoil chiaráin cbs,17732M,Dream Space Academy for Primary,2025-03-27 10:00:00,27/03/2025 13:00,scoil chiaráin cbs,2025,Dublin,Y
st georges ns,15315J,Dream Space Academy for Primary,2025-04-02 10:00:00,02/04/2025 13:00,st georges ns,2025,Dublin,N
st peters n.s,20091R,Dream Space Academy for Primary,2025-04-02 10:00:00,02/04/2025 13:00,st peters n.s,2025,Dublin,Y
scoil chriost ri,63451O,Dream Space Academy for Post-Primary,2025-04-03 09:30:00,03/04/2025 12:30,scoil chriost ri,2025,Laois,N
scoil chriost ri,63451O,Dream Space Academy for Post-Primary,2025-04-03 09:30:00,03/04/2025 12:30,scoil chriost ri,2025,Laois,N
our lady’s school,60860Q,Dream Space Academy for Post-Primary,2025-04-03 13:30:00,03/04/2025 16:30,our lady’s school,2025,Dublin,N
scoil ghormain naofa,17768K,Dream Space Academy for Primary,2025-04-04 10:00:00,04/04/2025 13:00,scoil ghormain naofa,2025,Wexford,N
canal way backfill,5890E,Dream Space Academy for Post-Primary,2025-04-28 09:30:00,28/04/2025 12:30,canal way backfill,2025,,
comeragh college,72400V,Dream Space Academy for Post-Primary,2025-04-28 13:30:00,28/04/2025 16:30,comeragh college,2025,Tipperary,Y
st. aidans comprehensive,81005Q0,Dream Space Academy for Post-Primary,2025-05-01 09:30:00,01/05/2025 12:30,st. aidans comprehensive,2025,,
ld hold,569,Dream Space Academy for Post-Primary,2025-05-01 13:30:00,01/05/2025 16:30,ld hold,2025,,
st.pauls secondary school oughterard,63101K,Dream Space Academy for Post-Primary,2025-05-06 09:30:00,06/05/2025 12:30,st.pauls secondary school oughterard,2025,Galway,N
scariff community college,70900I,Dream Space Academy for Post-Primary,2025-05-06 13:30:00,06/05/2025 16:30,scariff community college,2025,Clare,N
scoil ghráinne cns,20247W,Dream Space Academy for Primary,2025-05-26 10:00:00,26/05/2025 13:00,scoil ghráinne cns,2025,Dublin,N
st. olafs n.s balally dundrum dublin 16,19319O,Dream Space Academy for Primary,2025-05-27 10:00:00,27/05/2025 13:00,st. olafs n.s balally dundrum dublin 16,2025,Dublin,N
holy trinity,20190T,Dream Space Academy for Primary,2025-05-29 10:00:00,29/05/2025 13:00,holy trinity,2025,Dublin,N
central model senior school,00752A,Dream Space Academy for Primary,2025-05-30 10:00:00,30/05/2025 13:00,central model senior school,2025,Dublin,Y
kilmurry national school,17972J,Dream Space Academy for Primary,2025-06-02 10:00:00,02/06/2025 13:00,kilmurry national school,2025,Cork,N
killeen ns,13665D,Dream Space Academy for Primary,2025-06-03 10:00:00,03/06/2025 13:00,killeen ns,2025,Galway,N
presentation senior school,18212O,Dream Space Academy for Primary,2025-06-04 10:00:00,04/06/2025 13:00,presentation senior school,2025,Westmeath,Y
réalt na mara gns,18767N,Dream Space Academy for Primary,2025-06-06 10:00:00,06/06/2025 13:00,réalt na mara gns,2025,Meath,N
